0,1,2,3,4
4546,EPHA10,9606.ENSP00000362139,Q5JZY3,0.4887417218543047
4547,EPHA2,9606.ENSP00000351209,P29317,0.5759933774834437
4548,EPHA3,9606.ENSP00000337451,P29320,0.4966335540838852
4549,EPHA4,9606.ENSP00000281821,P54764,0.1346578366445923
4550,EPHA5,9606.ENSP00000480763,P54756,0.5184878587196469
4551,EPHA6,9606.ENSP00000374323,Q9UF33,0.2528145695364235
4552,EPHA7,9606.ENSP00000358309,Q15375,0.3055739514348786
4553,EPHA8,9606.ENSP00000166244,P29322,0.311203090507726
4554,EPHB1,9606.ENSP00000381097,P54762,0.5758830022075057
4555,EPHB2,9606.ENSP00000383053,P29323,0.5318432671081676
4556,EPHB3,9606.ENSP00000332118,P54753,0.8298013245033112
4557,EPHB4,9606.ENSP00000350896,P54760,0.7206401766004416
4558,EPHB6,9606.ENSP00000481994,O15197,0.782560706401766
4559,EPHX1,9606.ENSP00000480004,P07099,0.9833885209713024
4560,EPHX2,9606.ENSP00000430269,P34913,0.5680463576158941
4561,EPHX3,9606.ENSP00000221730,Q9H6B9,0.2609823399558499
4562,EPHX4,9606.ENSP00000359410,Q8IUS5,0.3660044150110375
4563,EPM2A,9606.ENSP00000356489,O95278,0.7253863134657836
4564,EPM2AIP1,9606.ENSP00000406027,Q7L775,0.133443708609271
4565,EPN1,9606.ENSP00000406209,Q9Y6I3,0.3804635761589405
4566,EPN2,9606.ENSP00000320543,O95208,0.3974613686534216
4567,EPN3,9606.ENSP00000268933,Q9H201,0.0871964679911699
4568,EPO,9606.ENSP00000252723,P01588,0.8983443708609271
4569,EPOP,9606.ENSP00000484710,A6NHQ4,0.6021523178807948
4570,EPOR,9606.ENSP00000222139,P19235,0.6305739514348787
4571,EPPIN,9606.ENSP00000361746,O95925,0.1061810154525388
4572,EPRS1,9606.ENSP00000355890,P07814,0.5888520971302429
4573,EPS15,9606.ENSP00000360798,P42566,0.5670529801324502
4574,EPS15L1,9606.ENSP00000393313,Q9UBC2,0.5690397350993377
4575,EPS8,9606.ENSP00000494689,Q12929,0.5347130242825608
4576,EPS8L1,9606.ENSP00000201647,Q8TE68,0.0633554083885211
4577,EPS8L2,9606.ENSP00000435585,Q9H6S3,0.809878587196468
4578,EPS8L3,9606.ENSP00000358820,Q8TE67,0.9498344370860928
4579,EPSTI1,9606.ENSP00000318982,Q96J88,0.2136313465783663
4580,EPX,9606.ENSP00000225371,P11678,0.8841059602649006
4581,EPYC,9606.ENSP00000261172,Q99645,0.5731236203090505
4582,EQTN,9606.ENSP00000369371,Q9NQ60,0.53901766004415
4583,ERAL1,9606.ENSP00000254928,O75616,0.1716887417218544
4584,ERAP1,9606.ENSP00000296754,Q9NZ08,0.5170529801324504
4585,ERAP2,9606.ENSP00000400376,Q6P179,0.2504415011037531
4586,ERBB2,9606.ENSP00000269571,P04626,0.3577814569536422
4587,ERBB3,9606.ENSP00000267101,P21860,0.7524282560706401
4588,ERBB4,9606.ENSP00000342235,Q15303,0.1835540838852099
4589,ERBIN,9606.ENSP00000426632,Q96RT1,0.0938741721854305
4590,ERC1,9606.ENSP00000354158,Q8IUD2,0.5181567328918324
4591,ERC2,9606.ENSP00000288221,O15083,0.9763796909492274
4592,ERCC1,9606.ENSP00000013807,P07992,0.0504415011037529
4593,ERCC2,9606.ENSP00000375809,P18074,0.0502207505518762
4594,ERCC3,9606.ENSP00000285398,P19447,0.0740618101545256
4595,ERCC4,9606.ENSP00000310520,Q92889,0.0112030905077262
4596,ERCC6,9606.ENSP00000348089,Q03468,0.4726821192052979
4597,ERCC8,9606.ENSP00000265038,Q13216,0.1726821192052978
4598,EREG,9606.ENSP00000244869,O14944,0.1472406181015493
4599,ERF,9606.ENSP00000222329,P50548,0.6914459161147903
4600,ERFE,9606.ENSP00000442304,Q4G0M1,0.3147350993377481
4601,ERFL,9606.ENSP00000491574,A0A1W2PQ73,0.0316777041942604
4602,ERG,9606.ENSP00000414150,P11308,0.6669977924944813
4603,ERG28,9606.ENSP00000256319,Q9UKR5,0.0413907284768212
4604,ERGIC1,9606.ENSP00000377374,Q969X5,0.8565121412803532
4605,ERGIC2,9606.ENSP00000353270,Q96RQ1,0.3974061810154526
4606,ERGIC3,9606.ENSP00000349970,Q9Y282,0.0155629139072848
4607,ERH,9606.ENSP00000451080,P84090,0.2717991169977924
4608,ERI1,9606.ENSP00000250263,Q8IV48,0.9653421633554083
4609,ERI2,9606.ENSP00000350651,A8K979,0.9408388520971304
4610,ERI3,9606.ENSP00000361331,O43414,0.8873620309050773
4611,ERICH1,9606.ENSP00000262109,Q86X53,0.8286975717439293
4612,ERICH2,9606.ENSP00000387298,A1L162,0.4747792494481238
4613,ERICH3,9606.ENSP00000322609,Q5RHP9,0.9457505518763796
4614,ERICH4,9606.ENSP00000367429,A6NGS2,0.1433222958057435
4615,ERICH5,9606.ENSP00000315614,Q6P6B1,0.6214679911699782
4616,ERICH6,9606.ENSP00000295910,Q7L0X2,0.91341059602649
4617,ERICH6B,9606.ENSP00000298738,Q5W0A0,0.2537527593818983
4618,ERLEC1,9606.ENSP00000185150,Q96DZ1,0.3791942604856512
4619,ERLIN1,9606.ENSP00000410964,O75477,0.8381898454746137
4620,ERLIN2,9606.ENSP00000428112,O94905,0.9189845474613688
4621,ERLN,9606.ENSP00000463361,P0DI80,0.7474061810154525
4622,ERMAP,9606.ENSP00000361595,Q96PL5,0.7961368653421633
4623,ERMARD,9606.ENSP00000355735,Q5T6L9,0.1401214128035361
4624,ERMN,9606.ENSP00000380453,Q8TAM6,0.7458609271523179
4625,ERMP1,9606.ENSP00000340427,Q7Z2K6,0.9980684326710816
4626,ERN1,9606.ENSP00000401445,O75460,0.983057395143488
4627,ERN2,9606.ENSP00000256797,Q76MJ5,0.9309050772626932
4628,ERO1A,9606.ENSP00000379042,Q96HE7,0.9527593818984548
4629,ERO1B,9606.ENSP00000346635,Q86YB8,0.6094370860927152
4630,ERP27,9606.ENSP00000266397,Q96DN0,0.0886313465783664
4631,ERP29,9606.ENSP00000261735,P30040,0.3961920529801322
4632,ERP44,9606.ENSP00000262455,Q9BS26,0.3140728476821193
4633,ERRFI1,9606.ENSP00000366702,Q9UJM3,0.1942604856512142
4634,ERV3-1,9606.ENSP00000391594,Q14264,0.4660044150110377
4635,ERVFRD-1,9606.ENSP00000420174,P60508,0.3397902869757174
4636,ERVMER34-1,9606.ENSP00000460602,Q9H9K5,0.7357615894039736
4637,ERVV-1,9606.ENSP00000473153,B6SEH8,0.6763796909492273
4638,ERVV-2,9606.ENSP00000472919,B6SEH9,0.5373068432671084
4639,ERVW-1,9606.ENSP00000419945,Q9UQF0,0.1443156732891873
4640,ESAM,9606.ENSP00000278927,Q96AP7,0.5591059602649007
4641,ESCO1,9606.ENSP00000269214,Q5FWF5,0.3957505518763796
4642,ESCO2,9606.ENSP00000306999,Q56NI9,0.4623068432671081
4643,ESD,9606.ENSP00000367992,P10768,0.0823399558498896
4644,ESF1,9606.ENSP00000202816,Q9H501,0.9666666666666668
4645,ESM1,9606.ENSP00000370812,Q9NQ30,0.9299668874172186
4646,ESPL1,9606.ENSP00000257934,Q14674,0.0087196467991169
4647,ESPN,9606.ENSP00000496593,B1AK53,0.435540838852097
4648,ESPNL,9606.ENSP00000339115,Q6ZVH7,0.1841059602649006
4649,ESR1,9606.ENSP00000405330,P03372,0.0002759381898455
4650,ESR2,9606.ENSP00000343925,Q92731,0.515066225165563
4651,ESRP1,9606.ENSP00000405738,Q6NXG1,0.818653421633554
4652,ESRP2,9606.ENSP00000418748,Q9H6T0,0.4268763796909491
4653,ESRRA,9606.ENSP00000384851,P11474,0.9809050772626932
4654,ESRRB,9606.ENSP00000370270,O95718,0.2824503311258275
4655,ESRRG,9606.ENSP00000355904,P62508,0.6541390728476821
4656,ESS2,9606.ENSP00000252137,Q96DF8,0.2802980132450331
4657,ESYT1,9606.ENSP00000267113,Q9BSJ8,0.7997792494481236
4658,ESYT3,9606.ENSP00000374218,A0FGR9,0.2123620309050772
4659,ETAA1,9606.ENSP00000272342,Q9NY74,0.5417218543046359
4660,ETF1,9606.ENSP00000353741,P62495,0.3549116997792496
4661,ETFA,9606.ENSP00000452762,P13804,0.6254966887417218
4662,ETFB,9606.ENSP00000346173,P38117,0.4417770419426049
4663,ETFBKMT,9606.ENSP00000350353,Q8IXQ9,0.2712472406181014
4664,ETFDH,9606.ENSP00000426638,Q16134,0.6735651214128036
4665,ETFRF1,9606.ENSP00000450584,Q6IPR1,0.8753863134657837
4666,ETHE1,9606.ENSP00000292147,O95571,0.6730684326710817
4667,ETNK2,9606.ENSP00000356169,Q9NVF9,0.781401766004415
4668,ETNPPL,9606.ENSP00000296486,Q8TBG4,0.6725165562913907
4669,ETS1,9606.ENSP00000376436,P14921,0.2371412803532009
4670,ETS2,9606.ENSP00000353344,P15036,0.1567328918322337
4671,ETV1,9606.ENSP00000405327,P50549,0.1306843267108163
4672,ETV2,9606.ENSP00000384524,O00321,0.9599337748344372
4673,ETV3,9606.ENSP00000357175,P41162,0.4258278145695363
4674,ETV3L,9606.ENSP00000430271,Q6ZN32,0.4027593818984548
4675,ETV4,9606.ENSP00000321835,P43268,0.4414459161147905
4676,ETV5,9606.ENSP00000306894,P41161,0.1560706401766044
4677,ETV6,9606.ENSP00000379658,P41212,0.5456953642384107
4678,ETV7,9606.ENSP00000341843,Q9Y603,0.2456953642384103
4679,EVA1A,9606.ENSP00000377490,Q9H8M9,0.5561810154525385
4680,EVA1B,9606.ENSP00000270824,Q9NVM1,0.5775938189845474
4681,EVA1C,9606.ENSP00000300255,P58658,0.6139624724061811
4682,EVC,9606.ENSP00000264956,P57679,0.3172737306843267
4683,EVC2,9606.ENSP00000342144,Q86UK5,0.0809050772626931
4684,EVI2A,9606.ENSP00000247270,P22794,0.7562913907284768
4685,EVI2B,9606.ENSP00000333779,P34910,0.7725165562913908
4686,EVI5,9606.ENSP00000440826,O60447,0.4295253863134661
4687,EVI5L,9606.ENSP00000445905,Q96CN4,0.0979580573951436
4688,EVL,9606.ENSP00000376652,Q9UI08,0.4486203090507727
4689,EVPL,9606.ENSP00000465630,Q92817,0.5443156732891831
4690,EVPLL,9606.ENSP00000382086,A8MZ36,0.492549668874172
4691,EVX1,9606.ENSP00000419266,P49640,0.639569536423841
4692,EVX2,9606.ENSP00000312385,Q03828,0.5079470198675498
4693,EWSR1,9606.ENSP00000400142,Q01844,0.3030905077262694
4694,EXD1,9606.ENSP00000415056,Q8NHP7,0.9751655629139072
4695,EXD2,9606.ENSP00000313140,Q9NVH0,0.9683774834437088
4696,EXD3,9606.ENSP00000340474,Q8N9H8,
4697,EXO1,9606.ENSP00000355506,Q9UQ84,0.2109271523178807
4698,EXO5,9606.ENSP00000361788,Q9H790,0.7851545253863135
4699,EXOC1,9606.ENSP00000370695,Q9NV70,0.6391280353200883
4700,EXOC1L,9606.ENSP00000490760,A0A1B0GW35,0.7854304635761591
4701,EXOC2,9606.ENSP00000230449,Q96KP1,0.5384657836644593
4702,EXOC3,9606.ENSP00000425587,O60645,0.8421633554083886
4703,EXOC3L1,9606.ENSP00000325674,Q86VI1,0.6084437086092719
4704,EXOC3L2,9606.ENSP00000252482,Q2M3D2,0.0197571743929359
4705,EXOC3L4,9606.ENSP00000369409,Q17RC7,0.6313465783664459
4706,EXOC4,9606.ENSP00000253861,Q96A65,0.942935982339956
4707,EXOC5,9606.ENSP00000484855,O00471,0.9024834437086092
4708,EXOC6,9606.ENSP00000260762,Q8TAG9,0.4426600441501105
4709,EXOC6B,9606.ENSP00000489442,Q9Y2D4,0.3526490066225164
4710,EXOC7,9606.ENSP00000334100,Q9UPT5,0.4752759381898456
4711,EXOC8,9606.ENSP00000355605,Q8IYI6,0.4380242825607061
4712,EXOG,9606.ENSP00000287675,Q9Y2C4,0.2825055187637967
4713,EXOSC1,9606.ENSP00000359939,Q9Y3B2,0.8194260485651215
4714,EXOSC10,9606.ENSP00000366135,Q01780,0.9000551876379691
4715,EXOSC2,9606.ENSP00000361433,Q13868,0.1407836644591653
4716,EXOSC3,9606.ENSP00000323046,Q9NQT5,0.9777593818984548
4717,EXOSC4,9606.ENSP00000315476,Q9NPD3,0.5324503311258277
4718,EXOSC5,9606.ENSP00000221233,Q9NQT4,0.3810706401766004
4719,EXOSC6,9606.ENSP00000398597,Q5RKV6,0.0715231788079474
4720,EXOSC7,9606.ENSP00000265564,Q15024,0.4568984547461369
4721,EXOSC8,9606.ENSP00000374354,Q96B26,0.666225165562914
4722,EXOSC9,9606.ENSP00000368984,Q06265,0.0558498896247243
4723,EXPH5,9606.ENSP00000265843,Q8NEV8,0.4206953642384106
4724,EXT1,9606.ENSP00000367446,Q16394,0.1523730684326751
4725,EXT2,9606.ENSP00000379032,Q93063,0.3695916114790288
4726,EXTL1,9606.ENSP00000363398,Q92935,0.8332229580573951
4727,EXTL2,9606.ENSP00000359131,Q9UBQ6,0.8685430463576159
4728,EXTL3,9606.ENSP00000220562,O43909,0.4149006622516554
4729,EYA1,9606.ENSP00000496255,Q99502,0.5245584988962474
4730,EYA2,9606.ENSP00000333640,O00167,0.0257174392935982
4731,EYA3,9606.ENSP00000362978,Q99504,0.2917218543046357
4732,EYA4,9606.ENSP00000432770,O95677,0.8515452538631347
4733,EZH1,9606.ENSP00000404658,Q92800,0.0566225165562911
4734,EZH2,9606.ENSP00000320147,Q15910,0.9863686534216336
4735,EZR,9606.ENSP00000338934,P15311,0.1009933774834444
4736,F10,9606.ENSP00000364709,P00742,0.7857064017660044
4737,F11,9606.ENSP00000384957,P03951,0.4731236203090507
4738,F11R,9606.ENSP00000357005,Q9Y624,0.3843267108167769
4739,F12,9606.ENSP00000253496,P00748,0.4333885209713023
4740,F13A1,9606.ENSP00000264870,P00488,0.828421633554084
4741,F13B,9606.ENSP00000356382,P05160,0.1562362030905118
4742,F2,9606.ENSP00000308541,P00734,0.0260485651214128
4743,F2R,9606.ENSP00000321326,P25116,0.1791942604856513
4744,F2RL1,9606.ENSP00000296677,P55085,0.3334437086092718
4745,F2RL2,9606.ENSP00000296641,O00254,0.0096578366445916
4746,F2RL3,9606.ENSP00000248076,Q96RI0,0.5071743929359823
4747,F3,9606.ENSP00000334145,P13726,0.2016556291390728
4748,F5,9606.ENSP00000356771,P12259,0.7995033112582781
4749,F7,9606.ENSP00000364731,P08709,0.7949227373068433
4750,FA2H,9606.ENSP00000219368,Q7L5A8,0.0857615894039732
4751,FAAH,9606.ENSP00000243167,O00519,0.6517660044150111
4752,FAAP100,9606.ENSP00000333283,Q0VG06,0.3463576158940399
4753,FAAP20,9606.ENSP00000383710,F6S8H2,0.27560706401766
4754,FAAP24,9606.ENSP00000466121,Q9BTP7,0.1524282560706442
4755,FABP1,9606.ENSP00000295834,P07148,0.9426600441501104
4756,FABP12,9606.ENSP00000353650,A6NFH5,0.0466335540838851
4757,FABP2,9606.ENSP00000274024,P12104,0.9902317880794702
4758,FABP3,9606.ENSP00000362817,P05413,0.4097130242825609
4759,FABP4,9606.ENSP00000256104,P15090,0.7904525386313466
4760,FABP5,9606.ENSP00000297258,Q01469,0.2820640176600442
4761,FABP6,9606.ENSP00000377549,P51161,0.2092715231788078
4762,FABP7,9606.ENSP00000348931,O15540,0.1117549668874178
4763,FABP9,9606.ENSP00000368362,Q0Z7S8,0.786037527593819
4764,FADD,9606.ENSP00000301838,Q13158,0.4712472406181013
4765,FADS1,9606.ENSP00000322229,O60427,0.1310706401765996
4766,FADS2,9606.ENSP00000278840,O95864,0.1631346578366448
4767,FADS3,9606.ENSP00000278829,Q9Y5Q0,0.3809050772626933
4768,FADS6,9606.ENSP00000481684,Q8N9I5,0.0693156732891829
4769,FAF1,9606.ENSP00000379457,Q9UNN5,0.3485099337748346
4770,FAF2,9606.ENSP00000261942,Q96CS3,0.7921633554083886
4771,FAH,9606.ENSP00000385080,P16930,0.3209713024282563
4772,FAHD1,9606.ENSP00000372112,Q6P587,0.7586092715231789
4773,FAHD2A,9606.ENSP00000233379,Q96GK7,0.8378587196467993
4774,FAHD2B,9606.ENSP00000410470,Q6P2I3,0.6076158940397353
4775,FAIM,9606.ENSP00000342805,Q9NVQ4,0.4063465783664459
4776,FAIM2,9606.ENSP00000321951,Q9BWQ8,0.7013796909492275
4777,FAM107A,9606.ENSP00000419124,O95990,0.633719646799117
4778,FAM107B,9606.ENSP00000181796,Q9H098,0.3290838852097129
4779,FAM110A,9606.ENSP00000354163,Q9BQ89,0.37317880794702
4780,FAM110B,9606.ENSP00000355204,Q8TC76,0.6377483443708609
4781,FAM110C,9606.ENSP00000328347,Q1W6H9,0.5261037527593819
4782,FAM110D,9606.ENSP00000363386,Q8TAY7,0.9019315673289184
4783,FAM111A,9606.ENSP00000434435,Q96PZ2,0.9699227373068432
4784,FAM111B,9606.ENSP00000341565,Q6SJ93,0.9221302428256072
4785,FAM114A1,9606.ENSP00000351740,Q8IWE2,0.9480684326710817
4786,FAM114A2,9606.ENSP00000341597,Q9NRY5,0.4612030905077262
4787,FAM117A,9606.ENSP00000240364,Q9C073,0.344039735099338
4788,FAM117B,9606.ENSP00000376071,Q6P1L5,0.6291390728476822
4789,FAM118A,9606.ENSP00000216214,Q9NWS6,0.8321743929359824
4790,FAM118B,9606.ENSP00000433343,Q9BPY3,0.8725165562913907
4791,FAM120A,9606.ENSP00000277165,Q9NZB2,0.9060706401766004
4792,FAM120AOS,9606.ENSP00000364561,Q5T036,0.892439293598234
4793,FAM120B,9606.ENSP00000440125,Q96EK7,0.3064569536423842
4794,FAM124A,9606.ENSP00000280057,Q86V42,0.5798565121412803
4795,FAM124B,9606.ENSP00000386895,Q9H5Z6,0.1628587196467991
4796,FAM131A,9606.ENSP00000373360,Q6UXB0,0.2782008830022074
4797,FAM131B,9606.ENSP00000410603,Q86XD5,0.966280353200883
4798,FAM131C,9606.ENSP00000364814,Q96AQ9,0.895916114790287
4799,FAM133B,9606.ENSP00000398401,Q5BKY9,0.5288079470198678
4800,FAM135A,9606.ENSP00000410768,Q9P2D6,0.2970198675496687
4801,FAM135B,9606.ENSP00000378710,Q49AJ0,0.9105960264900662
4802,FAM136A,9606.ENSP00000397269,E7EQY1,0.6753311258278146
4803,FAM13A,9606.ENSP00000264344,O94988,0.5095474613686536
4804,FAM13B,9606.ENSP00000033079,Q9NYF5,0.1652317880794704
4805,FAM13C,9606.ENSP00000481854,Q8NE31,0.1068432671081677
4806,FAM149A,9606.ENSP00000227065,A5PLN7,0.3246688741721852
4807,FAM149B1,9606.ENSP00000242505,Q96BN6,0.8684878587196468
4808,FAM151A,9606.ENSP00000306888,Q8WW52,0.8861479028697572
4809,FAM151B,9606.ENSP00000282226,Q6UXP7,0.9875827814569536
4810,FAM153A,9606.ENSP00000411506,Q9UHL3,0.1468543046357656
4811,FAM161A,9606.ENSP00000385158,Q3B820,0.8333885209713024
4812,FAM162A,9606.ENSP00000419088,Q96A26,0.1513796909492314
4813,FAM162B,9606.ENSP00000357545,Q5T6X4,0.0521523178807947
4814,FAM163A,9606.ENSP00000354891,Q96GL9,0.7099889624724061
4815,FAM167A,9606.ENSP00000284486,Q96KS9,0.8030905077262693
4816,FAM167B,9606.ENSP00000362684,Q9BTA0,0.0876379690949227
4817,FAM168A,9606.ENSP00000064778,Q92567,0.4298565121412802
4818,FAM168B,9606.ENSP00000374565,A1KXE4,0.8999448123620309
4819,FAM169A,9606.ENSP00000373808,Q9Y6X4,0.8443156732891833
4820,FAM170A,9606.ENSP00000482552,A1A519,0.5230132450331126
4821,FAM170B,9606.ENSP00000308292,A6NMN3,0.5047461368653423
4822,FAM171A1,9606.ENSP00000367356,Q5VUB5,0.0450883002207505
4823,FAM171A2,9606.ENSP00000293443,A8MVW0,0.5108167770419426
4824,FAM171B,9606.ENSP00000304108,Q6P995,0.1966335540838855
4825,FAM174A,9606.ENSP00000307954,Q8TBP5,0.0798013245033115
4826,FAM174B,9606.ENSP00000329040,Q3ZCQ3,0.9606512141280352
4827,FAM174C,9606.ENSP00000386557,Q9BVV8,0.7917770419426049
4828,FAM177A1,9606.ENSP00000280987,Q8N128,0.2647350993377485
4829,FAM177B,9606.ENSP00000414451,A6PVY3,0.804690949227373
4830,FAM178B,9606.ENSP00000429896,Q8IXR5,0.3793046357615893
4831,FAM180A,9606.ENSP00000342336,Q6UWF9,0.3720750551876378
4832,FAM180B,9606.ENSP00000443133,Q6P0A1,0.4237306843267108
4833,FAM181A,9606.ENSP00000267594,Q8N9Y4,0.0987858719646803
4834,FAM181B,9606.ENSP00000365295,A6NEQ2,0.9363686534216336
4835,FAM184A,9606.ENSP00000342604,Q8NB25,0.2823399558498897
4836,FAM184B,9606.ENSP00000265018,Q9ULE4,0.0658940397350994
4837,FAM185A,9606.ENSP00000395340,Q8N0U4,0.4264900662251656
4838,FAM186A,9606.ENSP00000329995,A6NE01,0.4059050772626932
4839,FAM186B,9606.ENSP00000257894,Q8IYM0,0.5051324503311257
4840,FAM187A,9606.ENSP00000329499,A6NFU0,0.4781456953642387
4841,FAM187B,9606.ENSP00000323355,Q17R55,0.235485651214128
4842,FAM193A,9606.ENSP00000324587,P78312,0.460540838852097
4843,FAM193B,9606.ENSP00000422131,Q96PV7,0.0071192052980132
4844,FAM200A,9606.ENSP00000411372,Q8TCP9,0.5280353200883003
4845,FAM200B,9606.ENSP00000483930,P0CF97,0.8626931567328918
4846,FAM200C,9606.ENSP00000386184,Q8IZ13,0.9873620309050772
4847,FAM204A,9606.ENSP00000358183,Q9H8W3,0.783719646799117
4848,FAM209A,9606.ENSP00000360379,Q5JX71,0.5810154525386312
4849,FAM209B,9606.ENSP00000360376,Q5JX69,0.4834437086092716
4850,FAM20A,9606.ENSP00000468308,Q96MK3,0.8155629139072849
4851,FAM20B,9606.ENSP00000263733,O75063,0.8419977924944813
4852,FAM20C,9606.ENSP00000322323,Q8IXL6,0.5887417218543046
4853,FAM210A,9606.ENSP00000323635,Q96ND0,0.0283664459161148
4854,FAM210B,9606.ENSP00000360437,Q96KR6,0.1235651214128033
4855,FAM216A,9606.ENSP00000366901,Q8WUB2,0.3815673289183225
4856,FAM216B,9606.ENSP00000445786,Q8N7L0,0.6751103752759384
4857,FAM217A,9606.ENSP00000274673,Q8IXS0,0.6233995584988963
4858,FAM217B,9606.ENSP00000351040,Q9NTX9,0.3699227373068431
4859,FAM219B,9606.ENSP00000350260,Q5XKK7,0.8602097130242826
4860,FAM220A,9606.ENSP00000317289,Q7Z4H9,0.0433774834437087
4861,FAM221A,9606.ENSP00000342576,A4D161,0.7479028697571743
4862,FAM221B,9606.ENSP00000415299,A6H8Z2,0.9278145695364238
4863,FAM222A,9606.ENSP00000443292,Q5U5X8,0.4013796909492274
4864,FAM222B,9606.ENSP00000462419,Q8WU58,0.1054083885209715
4865,FAM227A,9606.ENSP00000348086,F5H4B4,0.1105960264900665
4866,FAM227B,9606.ENSP00000299338,Q96M60,0.545971302428256
4867,FAM228A,9606.ENSP00000295150,Q86W67,0.5618653421633554
4868,FAM228B,9606.ENSP00000482482,P0C875,0.7218543046357617
4869,FAM229A,9606.ENSP00000455971,H3BQW9,0.3093818984547459
4870,FAM229B,9606.ENSP00000357645,Q4G0N7,0.4527041942604858
4871,FAM234A,9606.ENSP00000382814,Q9H0X4,0.3165011037527594
4872,FAM234B,9606.ENSP00000197268,A2RU67,0.4397902869757175
4873,FAM237A,9606.ENSP00000490802,A0A1B0GTK4,0.3644039735099337
4874,FAM237B,9606.ENSP00000490466,A0A1B0GVD1,0.2091611479028699
4875,FAM240A,9606.ENSP00000490556,A0A1B0GVK7,0.5125827814569538
4876,FAM240B,9606.ENSP00000490097,A0A1B0GVZ2,0.603973509933775
4877,FAM240C,9606.ENSP00000490626,A0A1B0GVR7,
4878,FAM241A,9606.ENSP00000310182,Q8N8J7,0.0094922737306842
4879,FAM241B,9606.ENSP00000362376,Q96D05,0.3681015452538629
4880,FAM24A,9606.ENSP00000357889,A6NFZ4,0.2635761589403972
4881,FAM24B,9606.ENSP00000357894,Q8N5W8,0.1843267108167769
4882,FAM25A,9606.ENSP00000342790,B3EWG3,0.16280353200883
4883,FAM32A,9606.ENSP00000263384,Q9Y421,0.3833885209713025
4884,FAM3B,9606.ENSP00000350673,P58499,0.4393487858719649
4885,FAM3C,9606.ENSP00000353025,Q92520,0.0741169977924941
4886,FAM3D,9606.ENSP00000351632,Q96BQ1,0.7530905077262693
4887,FAM43A,9606.ENSP00000371397,Q8N2R8,0.8759381898454747
4888,FAM43B,9606.ENSP00000331397,Q6ZT52,0.7623068432671082
4889,FAM47E,9606.ENSP00000409423,Q6ZV65,0.9195916114790288
4890,FAM50B,9606.ENSP00000369627,Q9Y247,0.9948123620309052
4891,FAM53A,9606.ENSP00000310057,Q6NSI3,0.0369205298013245
4892,FAM53B,9606.ENSP00000338532,Q14153,0.0963576158940397
4893,FAM53C,9606.ENSP00000239906,Q9NYF3,0.019812362030905
4894,FAM72A,9606.ENSP00000356096,Q5TYM5,
4895,FAM72B,9606.ENSP00000358397,Q86X60,
4896,FAM72C,9606.ENSP00000463032,H0Y354,
4897,FAM72D,9606.ENSP00000383682,Q6L9T8,
4898,FAM76A,9606.ENSP00000010299,Q8TAV0,0.3464128035320086
4899,FAM76B,9606.ENSP00000351631,Q5HYJ3,0.0322295805739515
4900,FAM78A,9606.ENSP00000361345,Q5JUQ0,0.1587196467991168
4901,FAM81A,9606.ENSP00000288228,Q8TBF8,0.7678256070640178
4902,FAM81B,9606.ENSP00000283357,Q96LP2,0.7067880794701987
4903,FAM83A,9606.ENSP00000428876,Q86UY5,0.3224613686534214
4904,FAM83B,9606.ENSP00000304078,Q5T0W9,0.168598233995585
4905,FAM83C,9606.ENSP00000363529,Q9BQN1,0.0098233995584988
4906,FAM83D,9606.ENSP00000481465,Q9H4H8,0.4411699779249448
4907,FAM83E,9606.ENSP00000263266,Q2M2I3,0.1247240618101538
4908,FAM83F,9606.ENSP00000330432,Q8NEG4,0.9479028697571744
4909,FAM83G,9606.ENSP00000373647,A6ND36,0.6391832229580574
4910,FAM83H,9606.ENSP00000373565,Q6ZRV2,0.0945916114790284
4911,FAM86B1,9606.ENSP00000407067,Q8N7N1,
4912,FAM86B2,9606.ENSP00000262365,P0C5J1,
4913,FAM89A,9606.ENSP00000355614,Q96GI7,0.3021523178807946
4914,FAM89B,9606.ENSP00000431459,Q8N5H3,0.0304083885209711
4915,FAM8A1,9606.ENSP00000259963,Q9UBU6,0.3893487858719645
4916,FAM90A1,9606.ENSP00000445418,Q86YD7,0.0360375275938188
4917,FAM90A10,9606.ENSP00000497650,A6NDY2,
4918,FAM90A7,9606.ENSP00000497076,A6NKC0,
4919,FAM91A1,9606.ENSP00000335082,Q658Y4,0.8835540838852097
4920,FAM98A,9606.ENSP00000238823,Q8NCA5,0.4795253863134658
4921,FAM98B,9606.ENSP00000380734,Q52LJ0,0.6587748344370861
4922,FAM98C,9606.ENSP00000252530,Q17RN3,0.8082229580573952
4923,FAN1,9606.ENSP00000354497,Q9Y2M0,0.0586644591611481
4924,FANCA,9606.ENSP00000373952,O15360,0.2115894039735099
4925,FANCC,9606.ENSP00000289081,Q00597,0.4016004415011037
4926,FANCD2,9606.ENSP00000287647,Q9BXW9,0.7535320088300221
4927,FANCD2OS,9606.ENSP00000429608,Q96PS1,0.7403421633554086
4928,FANCE,9606.ENSP00000229769,Q9HB96,0.2246688741721854
4929,FANCF,9606.ENSP00000330875,Q9NPI8,0.8846578366445916
4930,FANCG,9606.ENSP00000367910,O15287,0.4447571743929361
4931,FANCI,9606.ENSP00000310842,Q9NVI1,0.3198123620309051
4932,FANCL,9606.ENSP00000385021,Q9NW38,0.3838300220750552
4933,FANCM,9606.ENSP00000267430,Q8IYD8,0.0768763796909493
